Text,English,Sentiment,Author,Title,tokenized_it,tokenized_en,,,,,,,,,,,,,,,,,,,
"E quale, annunziatrice de li albori,
l’aura di maggio movesi e olezza,
tutta impregnata da l’erba e da’ fiori;",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Pon giù omai, pon giù ogne temenza;
volgiti in qua e vieni: entra sicuro!».
E io pur fermo e contra coscïenza.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"‘Venite, benedicti Patris mei’,
sonò dentro a un lume che lì era,
tal che mi vinse e guardar nol potei.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"tali eravamo tutti e tre allotta,
io come capra, ed ei come pastori,
fasciati quinci e quindi d’alta grotta.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Indi rendei l’aspetto a l’alte cose
che si movieno incontr’ a noi sì tardi,
che foran vinte da novelle spose.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Questi ostendali in dietro eran maggiori
che la mia vista; e, quanto a mio avviso,
diece passi distavan quei di fori.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Esso tendeva in sù l’una e l’altra ale
tra la mezzana e le tre e tre liste,
sì ch’a nulla, fendendo, facea male.",,,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Tuttavia, perché mo vergogna porte
del tuo errore, e perché altra volta,
udendo le serene, sie più forte,",,,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quali fanciulli, vergognando, muti
con li occhi a terra stannosi, ascoltando
e sé riconoscendo e ripentuti,",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"La bella donna ne le braccia aprissi;
abbracciommi la testa e mi sommerse
ove convenne ch’io l’acqua inghiottissi.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Sì passeggiando l’alta selva vòta,
colpa di quella ch’al serpente crese,
temprava i passi un’angelica nota.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"In cerchio le facevan di sé claustro
le sette ninfe, con quei lumi in mano
che son sicuri d’Aquilone e d’Austro.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Le prime eran cornute come bue,
ma le quattro un sol corno avean per fronte:
simile mostro visto ancor non fue.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"‘Deus, venerunt gentes’, alternando
or tre or quattro dolce salmodia,
le donne incominciaro, e lagrimando;",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ma perché tanto sovra mia veduta
vostra parola disïata vola,
che più la perde quanto più s’aiuta?».",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E Bëatrice: «Forse maggior cura,
che spesse volte la memoria priva,
fatt’ ha la mente sua ne li occhi oscura.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Io ritornai da la santissima onda
rifatto sì come piante novelle
rinovellate di novella fronda,
puro e disposto a salire a le stelle.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E Libicocco «Troppo avem sofferto»,
disse; e preseli ’l braccio col runciglio,
sì che, stracciando, ne portò un lacerto.","And Libicocco said, “We’ve been too patient!”
and, with his grapple, grabbed him by the arm
and, ripping, carried off a hunk of flesh.",negative,,,,,,,,,,,,,,,,,,,,,,,
"Ond’ ei, ch’avea lacciuoli a gran divizia,
rispuose: «Malizioso son io troppo,
quand’ io procuro a’ mia maggior trestizia»","To this, he who was rich in artifice
replied: “Then I must have too many tricks,
if I bring greater torment to my friends.”",negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Barbariccia, con li altri suoi dolente,
quattro ne fé volar da l’altra costa
con tutt’ i raffi, e assai prestamente","And Barbariccia, grieving with the rest,
sent four to fly out toward the other shore
with all their forks, and speedily enough",negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Se l’ira sovra ’l mal voler s’aggueffa,
ei ne verranno dietro più crudeli
che ’l cane a quella lievre ch’elli acceffa","If anger’s to be added to their malice,
they’ll hunt us down with more ferocity
than any hound whose teeth have trapped a hare.",negative,,,,,,,,,,,,,,,,,,,,,,,
"Su per lo scoglio prendemmo la via,
ch’era ronchioso, stretto e malagevole,
ed erto più assai che quel di pria.","We took our upward way upon the ridge,
with crags more jagged, narrow, difficult,
and much more steep than we had crossed before.",negative,,,,,,,,,,,,,,,,,,,,,,,
"E ïo al duca: «Dilli che non mucci,
e domanda che colpa qua giù ’l pinse;
ch’io ’l vidi uomo di sangue e di crucci».","And I to Virgil: “Tell him not to slip
away, and ask what sin has thrust him here;
I knew him as a man of blood and anger.”",negative,,,,,,,,,,,,,,,,,,,,,,,
"Considerate la vostra semenza:
fatti non foste a viver come bruti,
ma per seguir virtute e canoscenza.","Consider well the seed that gave you birth:
you were not made to live your lives as brutes,
but to be followers of worth and knowledge.",positive,,,,,,,,,,,,,,,,,,,,,,,
"così forando l’aura grossa e scura,
più e più appressando ver’ la sponda,
fuggiemi errore e cresciemi paura;","so I pierced through the dense and darkened fog;
as I drew always nearer to the shore,
my error fled from me, my terror grew;",negative,,,,,,,,,,,,,,,,,,,,,,,
"già cieco, a brancolar sovra ciascuno,
e due dì li chiamai, poi che fur morti.
Poscia, più che ’l dolor, poté ’l digiuno","now blind, I started groping over each;
and after they were dead, I called them for
two days; then fasting had more force than grief.",negative,,,,,,,,,,,,,,,,,,,,,,,
"e vidi le sue luci tanto mere,
tanto gioconde, che la sua sembianza
vinceva li altri e l’ultimo solere.","and saw such purity within her eyes,
such joy, that her appearance now surpassed
its guise at other times, even the last.",positive,,,,,,,,,,,,,,,,,,,,,,,
"Oh Bëatrice, dolce guida e cara!
Ella mi disse: «Quel che ti sobranza
è virtù da cui nulla si ripara.","O Beatrice, sweet guide and dear! She said
to me: “What overwhelms you is a Power
against which nothing can defend itself.",positive,,,,,,,,,,,,,,,,,,,,,,,
"Ma quantunque cessata sia la pena, non per ciò è la memoria fuggita de'benefici già ricevuti, datimi da coloro à quali per benivolenza da loro a me portata erano gravi le mie fatiche: ne passerà mai, sì come io credo, se non per morte. E per ciò che la gratitudine, secondo che io credo, trall'altre virtù è sommamente da commendare e il contrario da biasimare, per non parere ingrato ho meco stesso proposto di volere, in quel poco che per me si può, in cambio di ciò che io ricevetti, ora che libero dir mi posso, e se non a coloro che me atarono alli quali per avventura per lo lor senno o per la loro buona ventura non abbisogna, a quegli almeno a qual fa luogo, alcuno alleggiamento prestare. E quantunque il mio sostenta mento, o conforto che vogliam dire, possa essere e sia à bisognosi assai poco, nondimeno parmi quello doversi più tosto porgere dove il bisogno apparisce maggiore, sì perché più utilità vi farà e si ancora perché più vi fia caro avuto.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"E chi negherà questo, quantunque egli si sia, non molto più alle vaghe donne che agli uomini convenirsi donare? Esse dentro à dilicati petti, temendo e vergognando, tengono l'amorose fiamme nascose, le quali quanto più di forza abbian che le palesi coloro il sanno che l'hanno provate: e oltre a ciò, ristrette dà voleri, dà piaceri, dà comandamenti de'padri, delle madri, de'fratelli e de'mariti, il più del tempo nel piccolo circuito delle loro camere racchiuse dimorano e quasi oziose sedendosi, volendo e non volendo in una medesima ora , seco rivolgendo diversi pensieri, li quali non è possibile che sempre sieno allegri. E se per quegli alcuna malinconia, mossa da focoso disio, sopravviene nelle lor menti, in quelle conviene che con grave noia si dimori, se da nuovi ragionamenti non è rimossa: senza che elle sono molto men forti che gli uomini a sostenere; il che degli innamorati uomini non avviene, sì come noi possiamo apertamente vedere. Essi, se alcuna malinconia o gravezza di pensieri gli affligge, hanno molti modi da alleggiare o da passar quello, per ciò che a loro, volendo essi, non manca l'andare a torno, udire e veder molte cose, uccellare, cacciare, pescare, cavalcare, giucare o mercatare: de'quali modi ciascuno ha forza di trarre, o in tutto o in parte, l'animo a sè e dal noioso pensiero rimuoverlo almeno per alcuno spazio di tempo, appresso il quale, con un modo o con altro, o consolazion sopraviene o diventa la noia minore.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Adunque, acciò che in parte per me s'ammendi il peccato della fortuna, la quale dove meno era di forza, sì come noi nelle dilicate donne veggiamo, quivi più avara fu di sostegno, in soccorso e rifugio di quelle che amano, per ciò che all'altre è assai l'ago e '1 fuso e l'arcolaio,intendo di raccontare cento novelle, o favole o parabole o istorie che dire le vogliamo, raccontate in diece giorni da una onesta brigata di sette donne e di tre giovani nel pistelenzioso, tempo della passata mortalità fatta, e alcune canzonette dalle predette donne cantate al lor diletto.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Nelle quali novelle piacevoli e aspri casi d'amore e altri fortunati avvenimenti si vederanno così né moderni tempi avvenuti come negli antichi; delle quali le già dette donne, che queste leggeranno, parimente diletto delle sollazzevoli cose in quelle mostrate e utile consiglio potranno pigliare, in quanto potranno cognoscere quello che sia da fuggire e che sia similmente da seguitare: le quali cose senza passamento di noia non credo che possano intervenire. Il che se avviene, che voglia Idio che così sia; a Amore ne rendano grazie, il quale liberandomi dà suoi legami m'ha conceduto il potere attendere à lor piaceri.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Convenevole cosa è, carissime donne, che ciascheduna cosa la quale l'uomo fa, dallo ammirabile e santo nome di Colui il quale di tutte fu facitore le dea principio. Per che, dovendo io al nostro novellare, sì come primo, dare cominciamento, intendo da una delle sue maravigliose cose incominciare, acciò che, quella udita, la nostra speranza in lui, sì come in cosa impermutabile, si fermi e sempre sia da noi il suo nome lodato.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Manifesta cosa è che, sì come le cose temporali tutte sono transitorie e mortali, così in sé e fuor di sé essere piene di noia e d'angoscia e di fatica e ad infiniti pericoli soggiacere; alle quali senza niuno fallo né potremmo noi, che viviamo mescolati in esse e che siamo parte d'esse, durare né ripararci, se spezial grazia di Dio forza e avvedimento non ci prestasse. La quale a noi e in noi non è da credere che per alcuno nostro merito discenda, ma dalla sua propia benignità mossa e da prieghi di coloro impetrata che, sì come noi siamo, furon mortali, e bene i suoi piaceri mentre furono in vita seguendo, ora con lui etterni sono divenuti e beati; alli quali noi medesimi, sì come a procuratori informati per esperienza della nostra fragilità, forse non audaci di porgere i prieghi nostri nel cospetto di tanto giudice, delle cose le quali a noi reputiamo opportune gli porgiamo.",,postive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"E ancora più in questo lui verso noi di pietosa liberalità pieno discerniamo, che, non potendo l'acume dell'occhio mortale nel segreto della divina mente trapassare in alcun modo, avvien forse tal volta che, da oppinione ingannati, tale dinanzi alla sua maestà facciamo procuratore, che da quella con etterno essilio è scacciato; e nondimeno esso, al quale niuna cosa è occulta, più alla purità del pregator riguardando che alla sua ignoranza o allo essilio del pregato, così come se quegli fosse nel suo conspetto beato, esaudisce coloro che 'l priegano. Il che manifestamente potrà apparire nella novellala quale di raccontare intendo; manifestamente dico, non il giudicio di Dio, ma quel degli uomini seguitando.",,negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Ragionasi adunque che essendo Musciatto Franzesi di ricchissimo e gran mercatante in Francia cavalier divenuto e dovendone in Toscana venire con messer Carlo Senzaterra, fratello del re di Francia, da papa Bonifazio addomandato e al venir promosso, sentendo egli gli fatti suoi, sì come le più volte son quegli de' mercatanti, molto intralciati in qua e in là e non potersi di leggiere né subitamente stralciare, pensò quegli commettere a più persone; e a tutti trovò modo; fuor solamente in dubbio gli rimase cui lasciar potesse sofficiente a riscuoter suoi crediti fatti a più borgognoni.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"E la cagion del dubbio era il sentire li borgognoni uomini riottosi e di mala condizione e misleali; e a lui non andava per la memoria chi tanto malvagio uom fosse, in cui egli potesse alcuna fidanza avere che opporre alla loro malvagità si potesse.",,negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"E sopra questa essaminazione pensando lungamente stato, gli venne a memoria un ser Cepperello da Prato, il qual molto alla sua casa in Parigi si riparava. Il quale, per ciò che piccolo di persona era e molto assettatuzzo, non sappiendo li franceschi che si volesse dire Cepperello, credendo che cappello, cioè ghirlanda, secondo il loro volgare, a dir venisse, per ciò che piccolo era come dicemmo, non Ciappello, ma Ciappelletto il chiamavano; e per Ciappelletto era conosciuto per tutto, là dove pochi per ser Cepperello il conoscieno.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Era questo Ciappelletto di questa vita: egli, essendo notaio, avea grandissima vergogna quando uno de' suoi strumenti (come che pochi ne facesse) fosse altro che falso trovato; de' quali tanti avrebbe fatti di quanti fosse stato richiesto, e quelli più volentieri in dono che alcun altro grandemente salariato. Testimonianze false con sommo diletto diceva, richiesto e non richiesto; e dandosi a que' tempi in Francia a' saramenti grandissima fede, non curandosi fargli falsi, tante quistioni malvagiamente vincea a quante a giurare di dire il vero sopra la sua fede era chiamato. Aveva oltre modo piacere, e forte vi studiava, in commettere tra amici e parenti e qualunque altra persona mali e inimicizie e scandali, de' quali quanto maggiori mali vedeva seguire tanto più d'allegrezza prendea. Invitato ad un omicidio o a qualunque altra rea cosa, senza negarlo mai, volenterosamente v'andava; e più volte a fedire e ad uccidere uomini colle propie mani si trovò volentieri. Bestemmiatore di Dio e de' santi era grandissimo; e per ogni piccola cosa, sì come colui che più che alcun altro era iracundo. A chiesa non usava giammai; e i sacramenti di quella tutti, come vil cosa, con abominevoli parole scherniva; e così in contrario le taverne e gli altri disonesti luoghi visitava volentieri e usavagli.",,negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Delle femine era così vago come sono i cani de' bastoni; del contrario più che alcun altro tristo uomo si dilettava. Imbolato avrebbe e rubato con quella conscienzia che un santo uomo offerrebbe. Gulosissimo e bevitore grande, tanto che alcuna volta sconciamente gli facea noia. Giuocatore e mettitor di malvagi dadi era solenne. Perché mi distendo io in tante parole? Egli era il piggiore uomo forse che mai nascesse. La cui malizia lungo tempo sostenne la potenzia e lo stato di messer Musciatto, per cui molte volte e dalle private persone, alle quali assai sovente faceva ingiuria, e dalla corte, a cui tuttavia la facea, fu riguardato.",,negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Venuto adunque questo ser Cepperello nell'animo a messer Musciatto, il quale ottimamente la sua vita conosceva, si pensò il detto messer Musciatto costui dovere essere tale quale la malvagità de' borgognoni il richiedea; e perciò, fattolsi chiamare, gli disse così:",,negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Ser Ciappelletto, come tu sai, io sono per ritrarmi del tutto di qui, e avendo tra gli altri a fare co' borgognoni, uomini pieni d'inganni, non so cui io mi possa lasciare a riscuotere il mio da loro più convenevole di te; e perciò, con ciò sia cosa che tu niente facci al presente, ove a questo vogli intendere, io intendo di farti avere il favore della corte e di donarti quella parte di ciò che tu riscoterai che convenevole sia.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Ser Ciappelletto, che scioperato si vedea e male agitato delle cose del mondo e lui ne vedeva andare che suo sostegno e ritegno era lungamente stato, senza niuno indugio e quasi da necessità costretto si diliberò, e disse che volea volentieri.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Per che, convenutisi insieme, ricevuta ser Ciappelletto la procura e le lettere favorevoli del re, partitosi messer Musciatto, n'andò in Borgogna dove quasi niuno il conoscea; e quivi, fuor di sua natura, benignamente e mansuetamente cominciò a voler riscuotere e fare quello per che andato v'era, quasi si riserbasse l'adirarsi al da sezzo.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"E così faccendo, riparandosi in casa di due fratelli fiorentini, li quali quivi ad usura prestavano e lui per amor di messer Musciatto onoravano molto, avvenne che egli infermò; al quale i due fratelli fecero prestamente venire medici e fanti che il servissero e ogni cosa opportuna alla sua santà racquistare.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Ma ogni aiuto era nullo, per ciò che 'l buono uomo, il quale già era vecchio e disordinatamente vivuto, secondo che i medici dicevano, andava di giorno in giorno di male in peggio, come colui ch'aveva il male della morte; di che li due fratelli si dolevan forte.",,negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Figliuol mio, bene hai fatto, e così si vuol fare per innanzi; e veggio che, poi sì spesso ti confessi, poca fatica avrò d'udire o di domandare.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Messer lo frate, non dite così; io non mi confessai mai tante volte né sì spesso, che io sempre non mi volessi confessare generalmente di tutti i miei peccati che io mi ricordassi dal dì ch'i' nacqui infino a quello che confessato mi sono; e per ciò vi priego, padre mio buono, che così puntualmente d'ogni cosa mi domandiate come se mai confessato non mi fossi. E non mi riguardate perch'io infermo sia, ché io amo molto meglio di dispiacere a queste mie carni che, faccendo agio loro, io facessi cosa che potesse essere perdizione della anima mia, la quale il mio Salvatore ricomperò col suo prezioso sangue.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Queste parole piacquero molto al santo uomo e parvongli argomento di bene disposta mente; e poi che a ser Ciappelletto ebbe molto commendato questa sua usanza, il cominciò a domandare se egli mai in lussuria con alcuna femina peccato avesse. Al qual ser Ciappelletto sospirando rispose:",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Padre mio, di questa parte mi vergogno io di dirvene il vero, temendo di non peccare in vanagloria.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Dì sicuramente, ché il ver dicendo né in confessione né in altro atto si pecco' giammai.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Poiché voi di questo mi fate sicuro, e io il vi dirò: io son così vergine come io uscì del corpo della mamma mia.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Oh benedetto sia tu da Dio!- disse il frate- come bene hai fatto! e, faccendolo, hai tanto più meritato, quanto, volendo, avevi più d'arbitrio di fare il contrario che non abbiam noi e qualunque altri son quegli che sotto alcuna regola sono costretti.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Figliuol mio, questi peccati sono naturali e sono assai leggieri; e per ciò io non voglio che tu ne gravi più la conscienzia tua che bisogni. Ad ogni uomo addiviene, quantunque santissimo sia, il parergli dopo lungo digiuno buono il manicare, e dopo la fatica il bere.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Oh! - disse ser Ciappelletto- padre mio, non mi dite questo per confortarmi; ben sapete che io so che le cose che al servigio di Dio si fanno, si deono fare tutte nettamente e senza alcuna ruggine d'animo; e chiunque altri menti le fa, pecca.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"E io son contento che così ti cappia nell'animo, e piacemi forte la tua pura e buona conscienzia in ciò. Ma, dimmi: in avarizia hai tu peccato, disiderando più che il convenevole, o tenendo quello che tu tener non dovesti?",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Bene hai fatto,- disse il frate - ma come ti se' tu spesso adirato?",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Figliuol mio, cotesta è buona ira, né io per me te ne saprei penitenzia imporre. Ma, per alcuno caso, avrebbeti l'ira potuto inducere a fare alcuno omicidio o a dire villania a persona o a fare alcun'altra ingiuria?",,negative,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Venduti adunque i suoi cavalli, e la sua famiglia acconcia in guisa che stava bene, avendo lor comandato che sembiante facessero di non conoscerlo, essendosi accontato con l'oste suo, gli disse che volentier per servidore d'un signore da bene, se alcun ne potesse trovare, starebbe.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Tu se'dirittamente famiglio da dovere esser caro ad un gentile uomo di questa terra che ha nome Egano, il quale molti ne tiene, e tutti li vuole appariscenti come tu se': io ne gli parlerò.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Quando Anichino si sentì scongiurare - per quanto ben tu mi vuogli - a colei la quale egli sopra ogn'altra cosa amava, egli ne mandò fuori un troppo maggiore che non era stato il primo; per che la donna ancor da capo il ripregò che gli piacesse di dirle qual fosse la cagione de'suoi sospiri.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"O singular dolcezza del sangue bolognese! Quanto se'tu stata sempre da commendare in così fatti casi! Mai né di lagrime né di sospir fosti vaga, e continuamente a'prieghi pieghevole e agli amorosi disideri arrendevol fosti. Se io avessi degne lode da commendarti, mai sazia non se ne vedrebbe la voce mia!",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Anichino, sentendo desto Egano e udendo di sé ragionare, aveva più volte a sé tirata la mano per andarsene, temendo forte non la donna il volesse ingannare; ma ella l'aveva sì tenuto e teneva, che egli non s'era potuto partire né poteva.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"La donna, come sentì lui levato e uscito della camera, così si levò e l'uscio di quella dentro serrò.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Ora tra l'altre volte avvenne che egli ve ne menò una, che aveva nome la Niccolosa, la quale un tristo, che era chiamato il Mangione, a sua posta tenendola in una casa a Camaldoli, prestava a vettura.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Io il credo, per ciò che egli la chiamò, ed ella se n'andò a lui nella camera; ma che vuol per ciò dir questo? Io la fregherei a Cristo di così fatte cose, non che a Filippo. Io ti vo'dire il vero, sozio: ella mi piace tanto, che io nol ti potrei dire.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Sceso adunque Bruno giuso, e trovato Filippo e costei, ordinatamente disse loro chi era Calandrino, e quello che egli aveva lor detto, e con loro ordinò quello che ciascun di loro dovesse fare e dire, per avere festa e piacere dello innamoramento di Calandrino.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Calandrino, udendo queste parole, gli pareva essere a'fatti, e andava cantando e saltando tanto lieto, che non capeva nel cuoio.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
O tu hai la gran fretta! lasciamiti prima vedere a mio senno; lasciami saziar gli occhi di questo tuo viso dolce!,,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Simil cosa a miracolo per certo pareva a tutti avere udito, cioè che un cherico alcuna cosa magnificamente avesse operata; ma riposandosene già il ragionare delle donne, comandò il re a Filostrato che procedesse, il quale prestamente incominciò.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Quivi Natan fece ad un de'suoi famigliari prendere il caval del giovane, e accostatoglisi agli orecchi gl'impose che egli prestamente con tutti quegli della casa facesse che niuno al giovane dicesse lui esser Natan; e così fu fatto.",,,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Ma poi che nel palagio furono, mise Mitridanes in una bellissima camera dove alcuno nol vedeva, se non quegli che egli al suo servigio diputati avea, e sommamente faccendolo onorare, esso stesso gli tenea compagnia.",,positive,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Venuta era la Fiammetta al fin della sua novella, e commendata era stata molto la virile magnificenzia del re Carlo (quantunque alcuna, che quivi era ghibellina, commendar nol volesse), quando Pampinea, avendogliele il re imposto, incominciò.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Finita la lunga novella del re, molto a tutti nel sembiante piaciuta, Dioneo ridendo disse:
- Il buono uomo che aspettava la seguente notte di fare abbassare la coda ritta della fantasima, avrebbe dati men di due denari di tutte le lode che voi date a messer Torello -; e appresso, sappiendo che a lui solo restava il dire, incominciò.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
Quivi furon le nozze belle e grandi e la festa non altramenti che se presa avesse la figliuola del re di Francia.,,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Che si potrà dir qui, se non che anche nelle povere case piovono dal cielo de'divini spiriti, come nelle reali di quegli che sarien più degni di guardar porci che d'avere soprauomini signoria? Chi avrebbe, altri che Griselda, potuto col viso, non solamente asciutto ma lieto, sofferire le rigide e mai più non udite prove da Gualtieri fatte? Al quale non sarebbe forse stato male investito d'essersi abbattuto a una, che quando fuor di casa l'avesse in camicia cacciata, s'avesse sì ad un altro fatto scuotere il pelliccione, che riuscita ne fosse una bella roba.",,neutral,Boccaccio,Il Decamerone,,,,,,,,,,,,,,,,,,,,,
"Sì come dice lo Filosofo nel principio de la Prima Filosofia, tutti li uomini naturalmente desiderano di sapere. La ragione di che puote essere ed è che ciascuna cosa, da providenza di propria natura impinta è inclinabile a la sua propria perfezione; onde, acciò che la scienza è ultima perfezione de la nostra anima, ne la quale sta la nostra ultima felicitade, tutti naturalmente al suo desiderio semo subietti.",,positive,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
"Veramente da questa nobilissima perfezione molti sono privati per diverse cagioni, che dentro a l'uomo e di fuori da esso lui rimovono da l'abito di scienza.",,,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
"Le due di queste cagioni, cioè la prima da la parte [di dentro e la prima da la parte] di fuori, non sono da vituperare, ma da escusare e di perdono degne; le due altre, avvegna che l'una più, sono degne di biasimo e d'abominazione.",,negative,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
"Manifestamente adunque può vedere chi bene considera, che pochi rimangono quelli che a l'abito da tutti desiderato possano pervenire, e innumerabili quasi sono li 'mpediti che di questo cibo sempre vivono affamati.",,,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
Oh beati quelli pochi che seggiono a quella mensa dove lo pane de li angeli si manuca! e miseri quelli che con le pecore hanno comune cibo!,,positive,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
"La vivanda di questo convivio sarà di quattordici maniere ordinata, cioè quattordici canzoni sì d'amor come di vertù materiate, le quali sanza lo presente pane aveano d'alcuna oscuritade ombra, sì che a molti loro bellezza più che loro bontade era in grado.",,,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
"Lodare sè è da fuggire sì come male per accidente, in quanto lodare non si può, che quella loda non sia maggiormente vituperio. È loda ne la punta de le parole, è vituperio chi cerca loro nel ventre: chè le parole sono fatte per mostrare quello che non si sa, onde chi loda sè mostra che non creda essere buono tenuto; che non li incontra sanza maliziata conscienza, la quale, sè lodando, discuopre e, discoprendo, si biasima.",,,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
"Onde avviene che ciascuno ha nel suo giudicio le misure del falso mercatante, che compera con l'una e vende con l'altra; e ciascuno con ampia misura cerca lo suo mal fare e con piccola cerca lo bene; sì che 'l numero e la quantità e 'l peso del bene li pare più che se con giusta misura fosse saggiato, e quello del male meno.",,,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
"Veramente, al principale intendimento tornando, dico, come è toccato di sopra, per necessarie cagioni lo parlare di sè è conceduto: e intra l'altre necessarie cagioni due sono più manifeste. ",,,Dante,Convivio,,,,,,,,,,,,,,,,,,,,,
